book_id,goodreads_book_id,biography,business,childrens,classics,fantasy,historical-fiction,humor,memoir,mystery,non-fiction,paranormal,romance,science,science-fiction,young-adult
38,14050,0.0,0.0,0.0,2.4742162640762553,3.4785664955938436,2.05307844348342,0.0,0.0,0.0,0.0,2.357934847000454,3.6793370305207937,0.0,2.803684673674004,0.0
39,13496,0.0,0.0,0.0,2.2671717284030137,3.153204900084284,2.467608105583633,0.0,0.0,0.0,0.0,0.0,2.380211241711606,0.0,2.661812685537261,0.0
40,19501,2.998259338423699,0.0,0.0,0.0,0.0,0.0,1.9344984512435677,3.315655525231531,0.0,3.513350798805957,0.0,2.7505083948513462,0.0,0.0,0.0
41,28187,0.0,0.0,2.9336138120977875,0.0,4.21648259735246,0.0,2.3483048630481607,0.0,2.307496037913213,0.0,2.6020599913279625,0.0,0.0,0.0,3.7428036584691657
42,1934,0.0,0.0,2.7244806771885997,4.084576277934331,0.0,3.1728946977521764,0.0,0.0,0.0,0.0,0.0,3.0557604646877348,0.0,0.0,3.14472984082465
43,10210,0.0,0.0,0.0,2.225309281725863,0.0,3.025715383901341,0.0,0.0,2.45484486000851,0.0,0.0,2.330413773349191,0.0,0.0,2.2174839442139063
44,15931,0.0,0.0,0.0,2.060697840353612,0.0,2.002166061756508,0.0,0.0,0.0,0.0,0.0,3.0996806411092503,0.0,0.0,2.155336037465062
45,4214,0.0,0.0,0.0,2.8674674878590514,3.3038437748886547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5550944485783194
46,43641,0.0,0.0,0.0,2.3283796034387376,0.0,2.9390197764486663,0.0,0.0,0.0,0.0,0.0,2.8709888137605755,0.0,0.0,1.9444826721501687
47,19063,0.0,0.0,0.0,2.8709888137605755,2.749736315569061,3.927421695050419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7896864528171177
48,4381,0.0,0.0,0.0,3.944457995626289,2.9258275746247424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1958996524092336,3.7022868967941736,2.4479328655921804
49,49041,0.0,0.0,0.0,0.0,4.01292154554456,0.0,0.0,0.0,0.0,0.0,3.6089536992758626,3.825945143203848,0.0,2.2342641243787895,3.936564005135266
50,30119,0.0,0.0,3.2898675428927127,3.0197392326747052,2.230448921378274,0.0,2.9278834103307068,0.0,0.0,2.012837224705172,0.0,0.0,0.0,0.0,2.727541257028556
51,256683,0.0,0.0,0.0,0.0,3.1652443261253107,0.0,0.0,0.0,2.3636119798921444,0.0,3.6332664111554247,3.505963518018126,0.0,2.383815365980431,3.7745169657285498
52,428263,0.0,0.0,0.0,0.0,3.996248914569132,0.0,0.0,0.0,0.0,0.0,3.5990092398233435,3.8092903011763157,0.0,2.229169702539101,3.9210358469246054
53,113436,0.0,0.0,2.3550682063488506,0.0,4.277677962606253,0.0,0.0,0.0,0.0,0.0,2.100370545117563,2.0170333392987803,0.0,2.1861083798132053,3.585404323964957
54,11,0.0,0.0,0.0,3.234137489450963,3.535167485114944,0.0,3.6432552250247716,0.0,0.0,0.0,0.0,0.0,2.3521825181113627,3.87633332908638,2.3404441148401185
55,5129,0.0,0.0,0.0,3.860547615384889,2.8573324964312685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3404441148401185,3.6514072490777774,2.1583624920952498
56,1162543,0.0,0.0,0.0,0.0,2.775974331129369,0.0,0.0,0.0,0.0,0.0,2.1958996524092336,2.45178643552429,0.0,2.2174839442139063,2.6026025204202563
57,37435,0.0,0.0,0.0,2.4224256763712044,0.0,3.089728533074736,0.0,0.0,0.0,0.0,0.0,1.9030899869919435,0.0,0.0,2.6334684555795866
58,2956,0.0,0.0,2.5722906061514177,4.013469232309171,0.0,3.00021709297223,2.510545010206612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444826721501687
59,24178,0.0,0.0,3.4276078113473605,3.538133687250669,3.106870544478654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9698816437465
60,1618,0.0,0.0,1.5440680443502757,2.1931245983544616,0.0,0.0,0.0,0.0,2.2764618041732443,0.0,0.0,0.0,0.0,0.0,2.437750562820388
61,22557272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851319512648745,0.0,0.0,0.0,0.0,0.0,0.0
62,119322,0.0,0.0,2.8673201445219627,2.47928731647617,4.2681097298084785,0.0,0.0,0.0,2.037426497940624,0.0,2.03342375548695,0.0,0.0,2.7299742856995555,3.6500159524718385
63,6185,0.0,0.0,0.0,4.141904212092284,0.0,2.9633155113861114,0.0,0.0,0.0,0.0,0.0,3.5653755027140734,0.0,0.0,0.0
64,10917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9731278535996986,0.0,0.0,2.597695185925512
65,4981,0.0,0.0,0.0,3.730338067221792,2.6919651027673606,2.8615344108590377,2.5921767573958667,0.0,0.0,0.0,0.0,0.0,0.0,3.3742594132459343,0.0
66,18405,0.0,0.0,0.0,3.784973709954401,0.0,3.494850021680094,0.0,0.0,0.0,0.0,0.0,3.4101020766428607,0.0,0.0,0.0
67,128029,0.0,0.0,0.0,2.361727836017593,0.0,3.1993437186893927,0.0,0.0,0.0,1.8388490907372552,0.0,2.143014800254095,0.0,0.0,1.8260748027008264
68,22628,0.0,0.0,0.0,2.6669857183296606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.377397326769886
69,11735983,0.0,0.0,0.0,0.0,3.492620722043192,0.0,0.0,0.0,0.0,0.0,0.0,3.378579576115775,0.0,3.2769976395057503,3.9588027033995026
70,375802,0.0,0.0,2.146128035678238,2.989004615698537,3.3760291817281805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3944516808262164,3.965953889102063,3.456366033129043
71,18490,0.0,0.0,0.0,4.285061975935162,3.212986184736668,2.391816923613249,0.0,0.0,2.1072099696478683,0.0,2.3443922736851106,0.0,2.1072099696478683,3.073535065058784,0.0
72,11588,0.0,0.0,0.0,2.2528530309798933,2.747411807886423,0.0,0.0,0.0,2.630427875025024,0.0,0.0,0.0,0.0,1.9057958803678685,0.0
73,1656001,0.0,0.0,0.0,0.0,2.2068258760318495,0.0,0.0,0.0,0.0,0.0,3.11293997608408,2.100370545117563,0.0,3.401113213955382,2.968015713993642
74,99561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.571708831808688,0.0,0.0,3.273695587930092,0.0,0.0,3.8615344108590377
75,227443,0.0,0.0,0.0,1.8325089127062364,0.0,0.0,3.0773679052841567,0.0,0.0,0.0,0.0,3.326949994165999,0.0,0.0,0.0
76,14935,0.0,0.0,0.0,0.0,0.0,3.0629578340845103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,38709,0.0,0.0,2.940391956048014,2.513217600067939,2.403120521175818,0.0,2.346352974450639,0.0,2.821513528404773,0.0,0.0,0.0,0.0,0.0,3.461948495203762
78,5139,0.0,0.0,0.0,1.414973347970818,0.0,0.0,2.444044795918076,0.0,0.0,0.0,0.0,2.6541765418779604,0.0,0.0,1.8808135922807914
79,1381,0.0,0.0,0.0,3.917741760296511,3.104487111312395,2.6074550232146687,0.0,0.0,0.0,1.9084850188786497,0.0,0.0,0.0,0.0,0.0
80,157993,0.0,0.0,3.2300016232627646,3.02201573981772,3.5728716022004803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.130333768495006,2.870111155364401
81,7445,3.103803720955957,0.0,0.0,2.1367205671564067,0.0,0.0,0.0,3.4696011321138256,0.0,3.5336449787987627,0.0,0.0,0.0,0.0,1.806179973983887
82,1845,3.2805783703680764,0.0,0.0,2.4158077276355434,0.0,0.0,0.0,2.4479328655921804,0.0,3.640133464494492,0.0,0.0,0.0,0.0,1.7634279935629373
83,1953,0.0,0.0,0.0,3.9777693180915743,0.0,3.2009872191631663,0.0,0.0,0.0,0.0,0.0,2.3783979009481375,0.0,0.0,1.8976270912904414
84,7677,0.0,0.0,0.0,2.3170181010481117,2.8394780473741985,0.0,0.0,0.0,1.9822712330395684,0.0,0.0,0.0,2.27415784926368,3.4375920322539613,1.6720978579357175
85,370493,0.0,0.0,3.343654722731898,3.0764583877121514,2.3364597338485296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.484299839346786
86,32542,0.0,0.0,0.0,1.7323937598229686,0.0,1.4771212547196624,0.0,0.0,3.04766419460156,0.0,0.0,0.0,0.0,0.0,0.0
87,1617,2.404833716619938,0.0,0.0,3.3533390953113047,0.0,2.9425041061680806,0.0,2.8429211207599825,0.0,3.625775314447625,0.0,0.0,0.0,0.0,2.3263358609287517
88,6442769,0.0,0.0,0.0,0.0,0.0,0.0,2.357934847000454,0.0,2.1986570869544226,0.0,0.0,2.3961993470957363,0.0,0.0,3.056142262059052
89,21787,0.0,0.0,2.1156105116742996,0.0,0.0,2.229169702539101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.806179973983887,2.6344772701607315
90,231804,0.0,0.0,2.1437952038457664,3.1712875506528606,0.0,2.5098742850047193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1259689630925562
91,6186357,0.0,0.0,0.0,0.0,3.313445370426414,0.0,0.0,0.0,2.808885867359812,0.0,0.0,2.1367205671564067,0.0,3.3296012483565187,3.792706788898358
92,1202,0.0,2.1271047983648077,0.0,0.0,0.0,0.0,1.662757831681574,0.0,0.0,3.2533380053261065,0.0,0.0,2.9439888750737717,0.0,0.0
93,2998,0.0,0.0,3.216957207361097,3.86457040685343,2.57978359661681,2.7835462822703496,0.0,0.0,2.012837224705172,0.0,0.0,0.0,0.0,0.0,3.0755469613925306
94,320,0.0,0.0,0.0,3.5118833609788744,0.0,2.187520720836463,0.0,0.0,0.0,0.0,0.0,2.060697840353612,0.0,0.0,0.0
95,5297,0.0,0.0,0.0,4.027125266305966,3.1878026387184195,2.4690852991231202,0.0,0.0,2.3242824552976926,0.0,2.2479732663618064,0.0,0.0,0.0,0.0
96,13536860,0.0,0.0,0.0,0.0,1.8976270912904414,0.0,0.0,0.0,0.0,0.0,0.0,2.577491799837225,0.0,0.0,0.0
97,17245,0.0,0.0,0.0,3.9446060337422217,3.525044807036845,2.41161970596323,0.0,0.0,2.4313637641589874,0.0,2.9542425094393248,2.2764618041732443,0.0,2.03342375548695,0.0
98,5060378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7348798027926273,0.0,0.0,0.0,0.0,0.0,0.0
99,11857408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45484486000851,0.0,0.0,1.7160033436347992
100,7244,0.0,0.0,0.0,2.5024271199844326,0.0,3.1204093945560687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,4137,2.680335513414563,0.0,0.0,0.0,0.0,0.0,3.557988148224913,3.142389466118836,0.0,3.407135862191559,0.0,0.0,0.0,0.0,0.0
102,19543,0.0,0.0,3.3611137250472893,2.9976047874604546,3.17435059747938,0.0,1.7075701760979363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1760912590556813
103,7126,0.0,0.0,0.0,3.911344075536678,1.8260748027008264,3.0751818546186915,0.0,0.0,2.0863598306747484,0.0,0.0,2.6009728956867484,0.0,0.0,0.0
104,6288,0.0,0.0,0.0,2.727134423760489,2.392696953259666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.076761771924212,0.0
105,18710190,0.0,0.0,0.0,0.0,3.3370597263205246,0.0,0.0,0.0,0.0,0.0,0.0,3.2814878879400813,0.0,3.164551118505024,3.8411090844681537
106,9418327,3.370698092575577,0.0,0.0,0.0,0.0,0.0,3.5739154404215507,3.3964608915070755,0.0,3.6758699553189564,0.0,0.0,0.0,0.0,0.0
107,3473,0.0,0.0,0.0,1.9030899869919435,0.0,1.6334684555795866,0.0,0.0,0.0,0.0,0.0,2.1903316981702914,0.0,0.0,2.24551266781415
108,9416,0.0,0.0,0.0,0.0,0.0,0.0,1.6532125137753437,0.0,0.0,0.0,0.0,1.9637878273455553,0.0,0.0,1.841984804590114
109,24280,0.0,0.0,0.0,3.858416877723488,0.0,3.123524980942732,0.0,0.0,0.0,0.0,0.0,2.5888317255942073,0.0,0.0,0.0
110,10572,0.0,0.0,0.0,0.0,4.420318884788589,2.216165902285993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.383815365980431,0.0
111,10441,0.0,0.0,0.0,1.6127838567197355,0.0,2.144574207609616,0.0,0.0,1.6532125137753437,0.0,0.0,1.505149978319906,0.0,0.0,1.4471580313422192
112,15507958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.785329835010767,0.0,0.0,1.9242792860618816
113,168668,0.0,0.0,0.0,3.6979264448065052,0.0,2.8273692730538253,3.0425755124401905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,6900,2.9242792860618816,0.0,0.0,2.462397997898956,0.0,0.0,0.0,2.890979596989689,0.0,3.36679638328673,0.0,0.0,0.0,0.0,1.806179973983887
115,2187,0.0,0.0,0.0,2.5010592622177517,0.0,2.717670503002262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,24583,0.0,0.0,2.655858458986096,3.803081384034987,0.0,2.7407573233077707,2.44870631990508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.782472624166286
117,18131,0.0,0.0,3.1366413091067473,3.3764857091347764,3.9500239065233265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.100370545117563,3.329194415088451,3.5094041602586916
118,7763,0.0,0.0,0.0,2.7664128471123997,0.0,2.194514341882467,0.0,1.5440680443502757,0.0,0.0,0.0,1.5797835966168101,0.0,0.0,1.7075701760979363
119,38447,0.0,0.0,0.0,3.5202869749271164,3.0429690733931802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3637372993222168,0.0
120,452306,0.0,0.0,1.8388490907372552,0.0,0.0,0.0,1.7481880270062005,0.0,0.0,0.0,0.0,2.8344207036815323,0.0,0.0,3.5008537114612586
121,7604,0.0,0.0,0.0,2.716003343634799,0.0,1.8195439355418688,0.0,0.0,0.0,0.0,0.0,1.7853298350107671,0.0,0.0,0.0
122,37442,0.0,0.0,0.0,2.128722284338427,2.361727836017593,0.0,0.0,0.0,0.0,0.0,2.0293837776852097,2.103803720955957,0.0,1.916453948549925,2.0511525224473814
123,5358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072249897613515,0.0,0.0,0.0,0.0,0.0,0.0
124,7937843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3404441148401185,0.0,0.0,0.0,0.0,0.0,1.9493900066449128
125,1420,0.0,0.0,0.0,3.9036596247563793,1.8573324964312685,2.444044795918076,0.0,0.0,0.0,0.0,0.0,1.9344984512435677,0.0,0.0,0.0
126,234225,0.0,0.0,0.0,3.1027766148834415,3.4410664066392633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24551266781415,3.8273261861465127,0.0
127,2612,0.0,3.3180633349627615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6240241246478613,0.0,0.0,2.738780558484369,0.0,0.0
128,11084145,3.6585837154070626,3.04688519083771,0.0,0.0,0.0,0.0,0.0,2.041392685158225,0.0,3.2116544005531824,0.0,0.0,1.7993405494535817,0.0,0.0
129,332613,0.0,0.0,0.0,3.584218112117405,0.0,1.8573324964312685,1.8325089127062364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2165,0.0,0.0,0.0,3.7910587435918255,0.0,2.0086001717619175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9395192526186185
131,4395,0.0,0.0,0.0,3.803764290822297,0.0,3.046300019652969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8512583487190752
132,3431,0.0,0.0,0.0,1.5740312677277188,0.0,0.0,0.0,0.0,0.0,1.8920946026904804,0.0,1.6127838567197355,0.0,0.0,1.662757831681574
133,8127,0.0,0.0,3.025817703252009,3.2489536154957075,0.0,2.9863237770507656,0.0,0.0,0.0,0.0,0.0,2.4149733479708178,0.0,0.0,3.2912578202881493
134,3777732,0.0,0.0,0.0,0.0,3.937818684698356,0.0,0.0,0.0,0.0,0.0,3.4404367661057735,0.0,0.0,2.1583624920952498,3.7176289019215365
135,62291,0.0,0.0,0.0,0.0,4.3440187377459125,2.070037866607755,0.0,0.0,0.0,0.0,0.0,1.8976270912904414,0.0,2.28668096935493,0.0
136,137791,0.0,0.0,0.0,1.4771212547196624,0.0,1.7708520116421442,2.041392685158225,0.0,0.0,0.0,0.0,1.6901960800285136,0.0,0.0,1.6020599913279625
137,10964,0.0,0.0,0.0,0.0,3.7056926965377035,3.746128005464328,0.0,0.0,0.0,0.0,2.4668676203541096,3.791971201020768,0.0,2.6641717053619307,0.0
138,12296,0.0,0.0,0.0,0.0,0.0,2.7810369386211318,0.0,0.0,0.0,0.0,0.0,2.5854607295085006,0.0,0.0,2.2013971243204513
139,9460487,0.0,0.0,2.2810333672477277,0.0,3.975247941240681,2.8407332346118066,0.0,0.0,3.243781916093795,0.0,3.3564083270389813,2.4578818967339924,0.0,2.532117116248804,3.7575858013465804
140,6892870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6339731557896737,0.0,0.0,0.0,0.0,0.0,0.0
141,18007564,0.0,0.0,0.0,0.0,2.509202522331103,0.0,2.709269960975831,0.0,0.0,0.0,0.0,0.0,2.9132839017604186,3.6088468223264116,0.0
142,5043,0.0,0.0,0.0,2.31492005599242,2.5658478186735176,3.6559064181802152,0.0,0.0,1.806179973983887,0.0,0.0,2.2380461031287955,0.0,0.0,0.0
143,18143977,0.0,0.0,0.0,0.0,0.0,3.714036218347168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0644579892269186
144,8664353,3.4765418090274287,0.0,0.0,0.0,0.0,2.6866362692622934,0.0,2.4191293077419758,0.0,3.593618308129536,0.0,0.0,0.0,0.0,0.0
145,976,0.0,0.0,0.0,0.0,1.7242758696007892,1.5314789170422551,0.0,0.0,3.2027606873931997,0.0,0.0,1.5797835966168101,1.6434526764861874,2.2733871401316836,0.0
146,17333223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59659709562646,0.0,0.0,0.0,0.0,0.0,0.0
147,1217100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.670245853074124,0.0,0.0,3.3453737305590883
148,2865,0.0,0.0,0.0,2.606381365110605,0.0,3.4763968267253302,0.0,0.0,0.0,0.0,0.0,2.6665179805548807,0.0,0.0,1.7558748556724915
149,4374400,0.0,0.0,0.0,0.0,2.44870631990508,0.0,0.0,0.0,0.0,0.0,2.499687082618404,3.45178643552429,0.0,0.0,3.7091427076227976
150,4989,0.0,0.0,0.0,1.4771212547196624,1.4771212547196624,2.1986570869544226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,28186,0.0,0.0,2.6959192528314,0.0,4.027471927021278,0.0,2.230448921378274,0.0,0.0,0.0,2.361727836017593,1.99563519459755,0.0,0.0,3.524590829339519
152,5526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.447623097760286,0.0,0.0,1.9777236052888478
153,1582996,0.0,0.0,0.0,0.0,3.968062460076449,0.0,0.0,0.0,0.0,0.0,3.485579476984679,3.3881012015705165,0.0,2.2095150145426308,3.7570922201189325
154,8852,0.0,0.0,0.0,3.3029799367482493,2.2600713879850747,2.523095838252568,0.0,0.0,0.0,0.0,1.806179973983887,0.0,0.0,0.0,1.8512583487190752
155,15241,0.0,0.0,0.0,3.4979657387799,4.35604498868723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346352974450639,2.3242824552976926
156,42156,0.0,0.0,0.0,0.0,0.0,0.0,1.4313637641589874,0.0,0.0,0.0,0.0,3.1559430179718366,0.0,0.0,1.4771212547196624
157,23772,0.0,0.0,3.3153404766272883,2.9188163903603797,2.413299764081252,0.0,2.424881636631067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.919078092376074
158,6310,0.0,0.0,2.965554451402882,2.663700925389648,0.0,0.0,2.5575072019056577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8943160626844384
159,2120932,0.0,0.0,2.6082585284982693,0.0,3.964683814976041,0.0,2.146128035678238,0.0,1.968482948553935,0.0,2.292256071356476,2.271841606536499,0.0,0.0,3.4627722284106115
160,2623,0.0,0.0,0.0,3.955326890731545,0.0,2.7634279935629373,0.0,0.0,0.0,0.0,0.0,2.432969290874406,0.0,0.0,1.9912260756924949
161,18512,0.0,0.0,0.0,3.4761067168401913,4.340166394886077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.312811826212088,2.295567099962479
162,49552,0.0,0.0,0.0,3.5945030438200893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,7736182,0.0,0.0,2.1789769472931693,0.0,3.379305517750582,0.0,0.0,0.0,2.12057393120585,0.0,0.0,1.8573324964312685,0.0,0.0,2.8744818176994666
164,15745753,0.0,0.0,0.0,0.0,0.0,2.462397997898956,0.0,0.0,0.0,0.0,0.0,3.704579449696299,0.0,0.0,3.863055061794878
